id_ptar,nom_ptar,Proceso de tratamiento,NRE,nom_loc,cap_inst,caud_trat,LONGITUD,LATITUD,%ut,Monto
780,Puerto Penasco,Lagunas de Estabilización,60,Puerto Pe¤asco,84.92,192.25,-113.5401,31.3068,226.39%," $5,383,000.00 "
762,San Carlos,Lagunas de Estabilización,60,San Carlos (San Carlos Nuevo Guaymas),14.56,28.8,-111.0518,27.9484,197.80%," $806,400.00 "
1809,El Quemadito,Fosa Séptica,85,Ejido El Quemadito,1.2,1.8,-107.4152,24.697,150.00%," $50,400.00 "
3217,Ejido Rebeca II,Reactor Enzimatico,45,Ejido Rebeca Dos (Metesaca),1.1,1.5,-107.4032,24.4522,136.36%," $42,000.00 "
1802,Nuevo San Miguel,Fosa Séptica,85,Nuevo San Miguel,5.8,7.3,-109.0548,25.9647,125.86%," $204,400.00 "
2455,Las Arenitas,Lagunas Aireadas,60,Mexicali,840,1026,-115.4756,32.6412,122.14%," $28,728,000.00 "
1141,El 30,Reactor Enzimatico,45,Nuevo Centro de Poblaci¢n Ejidal El 30,2.3,2.8,-107.3892,24.61,121.74%," $78,400.00 "
2136,Los Mochis,Lagunas de Estabilización,60,Los Mochis,920,1112,-108.9943,25.7834,120.87%," $31,136,000.00 "
3378,Huatabampito,Fosa Septica + Wetland,85,Huatabampito,1,1.2,-109.2131,25.9574,120.00%," $33,600.00 "
3741,Quetchehueca,Lagunas de Estabilización,60,Quetchehueca,7.15,7.81,-109.9478,27.2625,109.23%," $218,680.00 "
3218,Ejido La Flor,Reactor Enzimatico,45,Ejido la Flor,1.1,1.2,-107.3714,24.4249,109.09%," $33,600.00 "
1049,Argentina Dos,Reactor Enzimatico,45,Argentina Dos,1.5,1.6,-107.429,24.7167,106.67%," $44,800.00 "
753,Empalme,Lagunas de Estabilización,60,Empalme,85.8,91.25,-110.816,27.9576,106.35%," $2,555,000.00 "
761,La Salada,Lagunas de Estabilización,60,Herocia Guaymas,252.72,263.67,-110.8894,27.9232,104.33%," $7,382,760.00 "
111,La Paz,Lodos Activados,67.5,La Paz,700,700,-110.3066,24.1487,100.00%," $19,600,000.00 "
118,FONATUR,Lodos Activados,67.5,San Jos‚ del Cabo,250,250,-109.6947,23.0616,100.00%," $7,000,000.00 "
116,Sonrise,Lodos Activados,67.5,Cabo San Lucas,50,50,-109.9252,22.897,100.00%," $1,400,000.00 "
721,El Cid II,Lodos Activados,67.5,Mazatlán,40,40,-106.4222,23.2003,100.00%," $1,120,000.00 "
722,El Cid I,Lodos Activados,67.5,Mazatlán,20,20,-106.4222,23.2003,100.00%," $560,000.00 "
2931,Quila,Lodos Activados,67.5,Quila,18,18,-107.219,24.422,100.00%," $504,000.00 "
1054,El Melón,Reactor Enzimatico,45,Ejido El Melón (San Alejandro),5.3,5.3,-107.2664,24.374,100.00%," $148,400.00 "
1056,Estación Rosales,Reactor Enzimatico,45,Estación Rosales,4.2,4.2,-107.5797,24.8381,100.00%," $117,600.00 "
1053,El Corazón,Reactor Enzimatico,45,Miguel Valdez Quintero (El Corazón),4.1,4.1,-107.3201,24.4947,100.00%," $114,800.00 "
2279,Coyotitán,Lagunas de Estabilización,60,Coyotitán,3.8,3.8,-106.6016,23.7937,100.00%," $106,400.00 "
1048,Abuya y Ceuta II,Reactor Enzimatico,45,Abuya y Ceuta Segundo (Ejido Echeverría),3.1,3.1,-107.1441,24.2448,100.00%," $86,800.00 "
1352,San Isidro,Fosa Septica + Wetland,85,San Isidro,2.5,2.5,-109.2512,25.9762,100.00%," $70,000.00 "
1063,Rebeca I,Reactor Enzimatico,45,Ejido Rebeca Uno (Primero de Mayo),2.4,2.4,-107.4159,24.4721,100.00%," $67,200.00 "
3213,Ejido Francisco Villa,Fosa Séptica,85,Ejido Francisco Villa,2.3,2.3,-107.2272,24.2803,100.00%," $64,400.00 "
1511,Miraflores,Aerobio,85,Cabo San Lucas,2,2,-109.9252,22.897,100.00%," $56,000.00 "
3467,Chiqueritos,Fosa Séptica,85,Chiqueritos,2,2,-107.0399,24.1816,100.00%," $56,000.00 "
2798,El Recodo,Fosa Septica + Wetland,85,El Recodo,1.8,1.8,-106.2116,23.4083,100.00%," $50,400.00 "
2837,Santiago,Lagunas de Estabilización,60,Santiago,1.67,1.67,-109.7149,23.482,100.00%," $46,760.00 "
1058,La Presita,Reactor Enzimatico,45,La Presita,1.6,1.6,-107.4455,24.8471,100.00%," $44,800.00 "
2928,Batury,Fosa Séptica,85,Batury,1.5,1.5,-108.2405,25.272,100.00%," $42,000.00 "
3468,El Cachoron,Fosa Séptica,85,El Cachoron (Nuevo Rosarito),1.5,1.5,-107.1761,24.3386,100.00%," $42,000.00 "
1055,El Saucito,Fosa Séptica,85,El Saucito Nuevo,1.4,1.4,-107.3693,24.3976,100.00%," $39,200.00 "
1808,Campo Gobierno No 2,Fosa Séptica,85,Ejido Campo Gobierno Numero Dos,1.4,1.4,-107.3753,24.6186,100.00%," $39,200.00 "
1051,Ejido Canán,Reactor Enzimatico,45,Ejido Canán,1.3,1.3,-107.442,24.6422,100.00%," $36,400.00 "
1069,San Javier,Reactor Enzimatico,45,San Javier,1.2,1.2,-106.5092,23.9196,100.00%," $33,600.00 "
3219,El Paraiso (Doroteo Arango),Reactor Enzimatico,45,El Paraiso,1.1,1.1,-107.2933,24.5639,100.00%," $30,800.00 "
3220,Campo Eureka,Reactor Enzimatico,45,Campo Eureka,1.1,1.1,-107.4229,24.4912,100.00%," $30,800.00 "
3222,Campo Cinco y Medio,Reactor Enzimatico,45,Campo Cinco y Medio,1.1,1.1,-107.4548,24.5542,100.00%," $30,800.00 "
3878,La Esperanza,Fosa Séptica,85,"Esperanza, La",1,1,-107.1392,24.2749,100.00%," $28,000.00 "
2147,La Labor,Fosa Séptica,85,La Labor,0.9,0.9,-106.4251,23.8455,100.00%," $25,200.00 "
5310,San José de la Brecha,Lagunas de Estabilización,60,San José de la Brecha,0.8,0.8,-108.4395,25.3434,100.00%," $22,400.00 "
2997,Cachoana,Lagunas de Estabilización,60,Cachoana,0.8,0.8,-109.1035,25.9494,100.00%," $22,400.00 "
2935,El Álamo,Fosa Séptica,85,El Álamo,0.68,0.68,-107.1196,24.5258,100.00%," $19,040.00 "
2271,Chumpilihuistle,Fosa Septica + Wetland,85,Chumpilihuistle,0.4,0.4,-108.1501,25.3398,100.00%," $11,200.00 "
1047,"Culiac n ""Norte""",Primario Avanzado,10,Culiac n Rosales,1700,1687,-107.3938,24.8088,99.24%," $47,236,000.00 "
1613,Guadalupe Victoria,Fosa Séptica,85,Guadalupe Victoria (El Ator¢n),6.9,6.8,-107.2693,24.2981,98.55%," $190,400.00 "
2998,Los Suarez,Fosa Septica + Wetland,85,Los Suarez,1.2,1.18,-109.1952,25.9506,98.33%," $33,040.00 "
2267,Tierra y Libertad I,Lagunas de Estabilización,60,Tierra y Libertad Uno,4.6,4.5,-107.2198,24.4654,97.83%," $126,000.00 "
1064,San Diego,Reactor Enzimatico,45,San Diego,4.5,4.4,-107.3316,24.3804,97.78%," $123,200.00 "
2793,Tacuichamona,Lagunas de Estabilización,60,San Francisco de Tacuichamona,4.1,4,-107.0761,24.3608,97.56%," $112,000.00 "
2532,La Florida,Lagunas de Estabilización,60,La Florida,1.24,1.2,-107.3043,24.4831,96.77%," $33,600.00 "
3221,Colonia Emancipaci¢n,Reactor Enzimatico,45,Colonia Emancipación,3,2.9,-107.2051,24.2705,96.67%," $81,200.00 "
2266,Estación Abuya,Fosa Séptica,85,Estación Abuya,2.6,2.5,-107.0989,24.1824,96.15%," $70,000.00 "
1061,Mezquitillo La Curva,Reactor Enzimatico,45,Ejido Mezquitillo (La Curva),2.5,2.4,-107.3867,24.4742,96.00%," $67,200.00 "
1142,Las Piedritas,Reactor Enzimatico,45,Las Piedritas,2.4,2.3,-107.3665,24.4131,95.83%," $64,400.00 "
1814,El Molino,Fosa Septica + Wetland,85,El Molino (El Molino de Sataya),2.1,2,-107.6654,24.5709,95.24%," $56,000.00 "
2799,Cofradía de la Loma,Fosa Septica + Wetland,85,Cofradía de la Loma,2.1,2,-107.6934,24.7797,95.24%," $56,000.00 "
1611,El Huajote,Lagunas de Estabilización,60,El Huajote,1.9,1.8,-106.0595,23.1286,94.74%," $50,400.00 "
1615,Valle Escondido,Fosa Séptica,85,Valle Escondido,1.9,1.8,-107.2558,24.5196,94.74%," $50,400.00 "
1799,Ejido Independencia,Fosa Septica + Wetland,85,Ejido Independencia,1.9,1.8,-108.1095,25.1728,94.74%," $50,400.00 "
2969,Marte R. Gómez (Tobarito),Lagunas de Estabilización,60,Marte R. Gómez (Tobarito),18,17.05,-109.887,27.3696,94.72%," $477,400.00 "
2272,La Concepción (La Barrigona),Fosa Septica + Wetland,85,La Concepción (La Barrigona),1.8,1.7,-106.169,23.3937,94.44%," $47,600.00 "
2790,La Despensa,Fosa Septica + Wetland,85,La Despensa,2.5,2.35,-109.2734,25.9957,94.00%," $65,800.00 "
3212,Las Arenitas,Lodos Activados,67.5,Las Arenitas,8.2,7.7,-107.5374,24.372,93.90%," $215,600.00 "
3670,El Limón De Los Ramos,Lodos Activados,67.5,El Limón de Los Ramos,8,7.5,-107.5241,24.9143,93.75%," $210,000.00 "
2269,Capomos,Fosa Septica + Wetland,85,Capomos,1.6,1.5,-108.1247,25.4107,93.75%," $42,000.00 "
3214,Campo el Seis,Fosa Séptica,85,Campo el Seis,1.5,1.4,-107.4534,24.5444,93.33%," $39,200.00 "
3465,Baila,Fosa Séptica,85,Baila,1.5,1.4,-106.9724,24.183,93.33%," $39,200.00 "
3466,Milpas Dos,Fosa Séptica,85,Las Milpas Numero Dos (Las Milpas),1.5,1.4,-107.289,24.5469,93.33%," $39,200.00 "
2276,El Habal,Fosa Septica + Wetland,85,El Habal,2.8,2.6,-106.4174,23.3512,92.86%," $72,800.00 "
2792,Mezquitillo Chapeteado II,Fosa Séptica,85,Ejido Mezquitillo (Chapeteado),1.4,1.3,-107.4388,24.4832,92.86%," $36,400.00 "
2932,El Diez,Lodos Activados,67.5,El Diez,18,16.7,-107.4476,24.7278,92.78%," $467,600.00 "
4300,Hermosillo,Lodos Activados,67.5,Hermosillo,2500,2316.21,-110.9585,29.0749,92.65%," $64,853,880.00 "
2536,Los Algodones,Lagunas Aireadas,60,Vicente Guerrero (Algodones),20,18.51,-114.732,32.7162,92.55%," $518,280.00 "
1353,Colonia Agrícola Sinaloa,Fosa Septica + Wetland,85,Colonia Agricola Sinaloa,1.3,1.2,-108.0052,25.1178,92.31%," $33,600.00 "
1052,Ejido Las Tres Gotas,Reactor Enzimatico,45,Las Tres Gotas de Agua y El Manguito,2.5,2.3,-107.3303,24.4208,92.00%," $64,400.00 "
2275,Siqueros,Fosa Septica + Wetland,85,Siqueros,2.5,2.3,-106.2411,23.3407,92.00%," $64,400.00 "
1143,San Manuel,Reactor Enzimatico,45,San Manuel,1.2,1.1,-107.3791,24.355,91.67%," $30,800.00 "
4278,Tayoltita,Fosa Septica + Wetland,85,Tayoltita,3.5,3.2,-106.8663,23.8613,91.43%," $89,600.00 "
720,El Creston,Dual,45,Mazatlán,600,547.8,-106.4222,23.2003,91.30%," $15,338,400.00 "
3965,El Espinal-Conitaca,Fosa Séptica,85,El Espinal,4.4,4,-106.8927,24.121,90.91%," $112,000.00 "
4233,Yebavito,Fosa Septica + Wetland,85,Yebavito,2.2,2,-107.6088,24.7691,90.91%," $56,000.00 "
1800,San Isidro,Fosa Septica + Wetland,85,San Isidro,2.2,2,-108.1151,25.4288,90.91%," $56,000.00 "
3877,El Sinaloense,Fosa Séptica,85,"Sinaloense, El",2.2,2,-107.254,24.2802,90.91%," $56,000.00 "
4235,Ejido San Joaquín,Fosa Séptica,85,Ejido San Joaquín,1.1,1,-107.3516,24.3616,90.91%," $28,000.00 "
5293,El Carrizal II,Lagunas de Estabilización,60,El Carrizal II,1.1,1,-107.2854,24.6238,90.91%," $28,000.00 "
5295,Estancia de los García,Fosa Séptica,85,Estancia de los García,1.1,1,-107.02,24.3922,90.91%," $28,000.00 "
5297,Las Bateas,Fosa Séptica,85,Las Bateas,1.1,1,-107.3994,24.6742,90.91%," $28,000.00 "
5300,Los Vasitos,Fosa Séptica,85,Los Vasitos,1.1,1,-107.0735,24.6281,90.91%," $28,000.00 "
5301,Monte Verde,Fosa Séptica,85,Monte Verde,1.1,1,-107.1168,24.5981,90.91%," $28,000.00 "
2265,El Pinole,Fosa Séptica,85,El Pinole,1.1,1,-107.564,24.8296,90.91%," $28,000.00 "
2302,Roberto Barrios,Fosa Septica + Wetland,85,Roberto Barrios,1.1,1,-108.6148,25.5257,90.91%," $28,000.00 "
3215,La Constancia,Fosa Séptica,85,La Constancia,1.1,1,-107.1871,24.2227,90.91%," $28,000.00 "
3216,Ejido Sección Alhuate,Fosa Séptica,85,Ejido Sección Alhuate,1.1,1,-107.3316,24.5257,90.91%," $28,000.00 "
4265,Carboneas,Fosa Séptica,85,Carboneras,2.1,1.9,-107.2488,24.7761,90.48%," $53,200.00 "
3187,El Dorado,Lodos Activados,67.5,El Dorado,40,36,-107.3629,24.323,90.00%," $1,008,000.00 "
3223,Laguna de Canachi,Reactor Enzimatico,45,Laguna de Canachi,3,2.7,-107.102,24.136,90.00%," $75,600.00 "
4429,Los Frailes,Lodos Activados,67.5,Santa Rosal¡a,2,1.8,-112.2683,27.3369,90.00%," $50,400.00 "
3190,Casas Viejas,Fosa Septica + Wetland,85,Casas Viejas,2,1.8,-106.8101,24.0397,90.00%," $50,400.00 "
2270,18 de Diciembre,Fosa Septica + Wetland,85,18 de Diciembre,1,0.9,-108.1447,25.2915,90.00%," $25,200.00 "
2356,Ixpalino,Fosa Séptica,85,Ixpalino,1,0.9,-106.6206,23.9236,90.00%," $25,200.00 "
3875,Ejido Libertad Número Dos,Fosa Séptica,85,EJIDO LIBERTAD NUMERO DOS (PIRAMO VIEJO),1,0.9,-107.2397,24.4955,90.00%," $25,200.00 "
3885,Ranchito de los Burgos,Fosa Séptica,85,"Ranchito de los Burgos, El",1,0.9,-107.0765,24.5684,90.00%," $25,200.00 "
3357,Pueblo Yaqui,Lagunas de Estabilización,60,Pueblo Yaqui,34.76,31.2,-110.0335,27.356,89.76%," $873,600.00 "
