AÑO,0-4,5-14,15-19,20-29,30-59,60+
2043,0.7031839396458027,0.734365724609627,0.7963785984631265,0.8783982682361401,1.2711255301383417,1.9336744921596578
2044,0.6905249024998401,0.7220139004111129,0.786357380433536,0.8661478366059825,1.2761501197294225,1.9729597291518175
2045,0.6781615625599386,0.7097395055583209,0.7760852735405437,0.8538899146477111,1.279589351989789,2.0139711778332146
2046,0.6661099034588581,0.6976052209501686,0.7650820048170662,0.8426019901801799,1.2812777023721507,2.056424848538845
2047,0.6543539415638386,0.6856110465866564,0.7533475742631036,0.8325312440311448,1.281272184887241,2.10023721489665
2048,0.6428776932421201,0.673768043802887,0.7412618993003784,0.8227151690379797,1.2800675340152945,2.145308045260157
2049,0.6316571830445624,0.6620540899286544,0.7292765798830141,0.8126256970686601,1.2778568617281498,2.1918489397719174
2050,0.6206684355220254,0.6504728720756595,0.7175779905952517,0.8018883117174948,1.274695342874904,2.2400770669992873
2051,0.609831532510709,0.6390944453662224,0.7061231219176511,0.7902371063364431,1.2706951663153867,2.2900982270135426
2052,0.5991704494597532,0.6279224969120439,0.6947901135451313,0.7787244720254971,1.2655234437933813,2.341221935138988
2053,0.5886372354708779,0.6170197076120421,0.6834427686661314,0.7678372801120553,1.2591452312377927,2.392529401282965
2054,0.5782238987277029,0.6063750161311137,0.6720022364950109,0.7571598173858006,1.251922843491023,2.4433078670705632
2055,0.5679544146793684,0.5959441771288461,0.6604756852850098,0.7463849803940662,1.2441229589903737,2.4929949215965785
2056,0.5578207915094943,0.5856903194882289,0.6489563023282486,0.7352918044574943,1.2359019064749523,2.5411673645759087
2057,0.5478150374017007,0.5755950076507568,0.6375659479298085,0.723835347607402,1.2272541684598492,2.587958838203849
2058,0.5379691196215076,0.5656361189462235,0.62643365064801,0.7121279647654966,1.2179351364474018,2.6338927744119744
2059,0.5283070136180551,0.5558210275980311,0.6155665787360936,0.7003756399549083,1.2077130760714037,2.679587268353528
2060,0.5188287193913432,0.5461571078295817,0.604971900447299,0.688705708753572,1.196690980383502,2.7248140146115465
2061,0.5095582123905121,0.5366332983057722,0.5946209427686662,0.677189329278569,1.1852182900946433,2.768715475766215
2062,0.5004715171664216,0.5272274763563962,0.5845065374469549,0.6658714434985824,1.173622375976135,2.810578893442623
2063,0.4915526500863116,0.5179838873218664,0.5746000114692051,0.6547183449371,1.1620724408985408,2.8501202779757664
2064,0.48277763570104215,0.5088840956436775,0.564908533088657,0.6437487594144061,1.1504599743253034,2.8878018086243764
2065,0.47417844127613323,0.4999686595505411,0.5553890927858699,0.6329402159461596,1.1386231300324061,2.9242081699928724
2066,0.46572309954606483,0.4912228305956529,0.546027354054364,0.6223226758448154,1.1263779918561923,2.9598405203136138
2067,0.4574036186944569,0.4826539830024151,0.5367372978552586,0.6119186100947152,1.1135645527342817,2.9951666072701353
2068,0.44920401508854935,0.4742326198772192,0.5275691019612341,0.601728018695859,1.1001239594943042,3.0301307466143976
2069,0.44111629691196214,0.46594399277326104,0.5185155981190503,0.5917284306639052,1.086172079319363,3.064276327512473
2070,0.4331804232465955,0.4578028501373449,0.5095696180754674,0.5818973750145126,1.071902024181297,3.0969295705630793
