AÑO,0-4,5-14,15-19,20-29,30-59,60+
2043,0.8208870891797722,0.8233045352190829,0.8752890620732351,0.9420531336571117,1.4189976581046402,2.7313815448692877
2044,0.812332031844227,0.8149006045668347,0.8679024259970745,0.9332004219164745,1.4277684167238567,2.8166115204499085
2045,0.8038421696958282,0.8065063521456638,0.8602426604028964,0.924736012425672,1.4351172149336553,2.9029038975866044
2046,0.79540301491521,0.7981250040325962,0.8523219043803905,0.9175379319138085,1.4406782150324582,2.9901159656225884
2047,0.7870290553217383,0.7898017253059934,0.8441826447434707,0.9114641892596757,1.4444674391093855,3.078274152457266
2048,0.7786913152766811,0.7815526463509843,0.83589164648543,0.9055295399487673,1.4468654117810422,3.1675211687474234
2049,0.7704405021478192,0.7733906714756722,0.8274913964201824,0.8992877261715716,1.4479856228453627,3.2582164339249657
2050,0.7622911037545184,0.7652835399097989,0.8190243813616417,0.8924170945718822,1.447849435087841,3.3506506548833475
2051,0.7542358761870956,0.7572344777303903,0.8105330881237216,0.8846423562412342,1.446524942387238,3.4450881106166156
2052,0.7462675755358682,0.7492563892455496,0.8020417948858015,0.8766444890058304,1.4438893087269649,3.540725392982864
2053,0.7384079335298848,0.7413363701471737,0.7936536839102436,0.8686727017722811,1.440170848876985,3.6361935367929217
2054,0.7306497062594624,0.7334776465122881,0.7853566161073581,0.8605241500817173,1.4357407412352496,3.730350856792499
2055,0.7230146254536498,0.7256705401098157,0.77715666102199,0.852239402825913,1.4308339764421882,3.822251234182902
2056,0.7154519837446667,0.7179247291708337,0.7690356100196046,0.843821357782852,1.4255707201662025,3.9114348235144876
2057,0.7079545372228299,0.7102498919264196,0.7609752544656676,0.8353192771782597,1.4198748674839712,3.9981183335623753
2058,0.7005222858881396,0.7026492544535994,0.7530059420844031,0.8267998099057643,1.4135301201923718,4.0831368859477575
2059,0.6931334980115468,0.6951421732145276,0.7450791165170524,0.8182832404112527,1.4062988173027882,4.167373172510756
2060,0.6858171492317834,0.6877221960551531,0.7371947777636155,0.8097927509185956,1.3982583989126343,4.250578770996966
2061,0.6785515078198004,0.6803893229754754,0.7293468562792477,0.8013428303177124,1.3897840489421416,4.3312631478799535
2062,0.6712931103175006,0.6731241975133399,0.7215535606984832,0.7929537630544898,1.3812135664369276,4.408136621668763
2063,0.6640419567248835,0.6659461761309013,0.7138209605661672,0.7846516291307826,1.3725963528384466,4.480924342209584
2064,0.6568125348613153,0.6588359023660049,0.706161194971989,0.776427735212639,1.363778863125963,4.550387433005275
2065,0.6496193325461618,0.6518030544497281,0.6985560552814144,0.7682762857440915,1.3545608211854743,4.617302874298339
2066,0.6424913254181547,0.6448379541509933,0.6910237501289779,0.7601943829471561,1.3448407537858862,4.682162225017707
2067,0.635421269567611,0.6379147928535942,0.6835824881492137,0.752182026821833,1.334567924311651,4.745298476695878
2068,0.6284164089042138,0.631027118403479,0.6762383388869668,0.7442305240341706,1.323666227839448,4.807049906445236
2069,0.6214839873376459,0.6241717047236219,0.6689913023422374,0.7363485679181204,1.312181060288451,4.867279089188875
2070,0.6146095170485414,0.6173743604302296,0.6618292394253354,0.7285187718057793,1.3003434067768096,4.925177331205006
